COADD_ID,RA,Dec,gmag,q,g-i,mu_mean,z,re
1412385251,55.8939,-21.7139,20.03,0.84,0.65,25.84,,5.78
1412382503,56.2112,-21.7031,17.87,0.79,0.73,24.69,,9.22
1411798619,55.7526,-21.947,18.24,0.85,0.81,25.4,,10.75
1411842873,56.2923,-22.3982,19.97,0.88,0.79,25.12,,4.27
1413433569,56.3143,-19.053,19.34,0.76,0.96,25,,5.42
1413616311,56.1762,-20.1443,18.95,0.76,0.51,24.75,,5.76
1415479340,56.6612,-15.917,19.95,0.84,0.63,24.9,,3.9
1414278099,56.2685,-18.6047,19.95,0.88,0.94,25.15,,4.37
1414247517,56.417,-18.2151,18.61,0.75,0.98,25.3,,8.69
1414255061,56.5125,-18.3217,19.62,0.8,0.79,26.06,,7.75
1414297088,56.8824,-18.843,20.54,0.83,0.87,25.8,,4.5
1415118105,56.5823,-24.3301,20.28,0.51,0.83,24.89,,3.32
1415170316,56.9481,-29.9274,17.48,0.51,0.79,24.66,,10.89
1416432563,57.0026,-14.883,19.79,0.47,0.84,24.79,,3.99
1450134805,56.9346,-16.7784,19.91,0.76,0.89,25.94,,6.42
1416811922,57.0082,-21.0643,19.65,0.67,0.83,26.66,,10.08
1415508117,56.7072,-25.5349,21.11,0.69,0.79,27.05,,6.13
1417290769,57.008,-16.2479,20.76,0.83,1.03,26.14,,4.76
1418160275,56.9488,-19.4483,18.97,0.58,0.59,24.98,,6.33
1417337533,57.5281,-18.9419,19.78,0.78,0.91,25.21,,4.87
1418052062,56.7085,-19.8081,19.47,0.6,0.78,25.7,,7.01
1418080654,57.0478,-20.1011,20.54,0.89,0.69,24.76,,2.79
1418815550,57.0486,-18.7504,21.11,0.8,0.7,26.48,,4.73
1418815113,57.136,-18.7463,20.6,0.88,0.86,25.78,,4.33
1418808684,57.5276,-18.6792,20.46,0.69,0.9,26.07,,5.28
1421782132,58.1105,-19.9808,18.98,0.72,0.42,24.7,,5.56
1424456470,58.2276,-21.9123,19.82,0.67,0.73,25.53,,5.53
1424240045,58.3842,-25.5939,20.59,0.64,0.67,25.65,,4.1
1426706261,58.7944,-18.3869,20.64,0.5,0.56,26.4,,5.66
1427241817,58.8374,-28.2108,18.41,0.92,0.81,24.61,,6.94
1431005462,59.3387,-18.8253,20.9,0.61,0.92,26.15,,4.46
1432651598,59.277,-28.7919,20.07,0.75,0.61,25.23,,4.29
1436599731,59.9572,-27.6935,20.39,0.65,0.82,25.32,,3.86
1461135267,61.9512,-21.4239,20.58,0.56,0.8,25.63,,4.08
1461103993,62.3273,-21.0948,20.45,0.79,0.74,26.14,,5.49
1461141654,62.3687,-21.4912,20.48,0.84,0.84,25.14,,3.41
1459092564,62.4043,-20.884,20.31,0.87,0.93,25.35,,4.08
1614513162,63.6607,-19.907,20.39,0.76,0.81,25.21,,3.67
1477789170,66.5029,-28.0196,20.96,0.78,0.67,25.94,,3.95
1480246918,67.1035,-17.6932,19.77,0.79,0.83,25.63,,5.93
1481494882,67.5391,-29.5426,20.91,0.78,1.01,25.34,,3.06
1482684958,67.7541,-29.932,20.72,0.74,0.77,25,,2.87
1486014161,67.924,-29.8453,20.28,0.99,0.82,25.94,,5.39
1486018833,68.0724,-29.8864,20.28,0.95,0.78,25.43,,4.26
1488021794,68.5168,-28.5746,19.4,0.64,0.63,24.61,,4.39
1490075136,68.9127,-29.8693,20.86,0.97,0.79,25.23,,2.98
1497220222,70.4584,-24.9299,18.64,0.7,0.29,24.68,,6.42
1507648921,72.01,-20.6558,21.23,0.68,0.9,26.27,,4.06
1506340747,71.6418,-26.3972,19.27,0.47,0.71,26.02,,8.93
1510124152,72.6431,-28.8482,20.03,0.63,0.66,25.11,,4.13
1511262162,72.9995,-18.04,20.3,0.65,0.83,25.18,,3.77
1511233107,73.3497,-17.6846,19.26,0.53,0.83,25.66,,7.6
1511235080,73.5104,-17.6984,20.59,0.72,0.92,25.87,,4.54
1511989681,73.3484,-18.5451,19.18,0.52,0.75,24.69,,5.04
1511964872,73.4271,-18.2797,20.32,0.86,0.98,24.85,,3.21
1513723486,73.5067,-25.4374,18.67,0.51,0.57,24.78,,6.67
1515894447,73.8391,-20.8991,19.66,0.54,0.86,25.2,,5.11
1516252249,73.906,-18.2492,19.65,0.83,1.06,24.81,,4.29
1516673803,73.9103,-18.5951,20.43,0.85,0.66,26,,5.19
1516273230,74.0101,-18.4723,20.65,0.87,0.85,25.17,,3.2
1516271944,74.0622,-18.4582,20.18,0.87,0.89,25.04,,3.72
1517924478,73.878,-29.6883,19.41,0.61,0.85,24.66,,4.47
1519686925,74.5744,-21.7103,20.34,0.87,0.94,25.38,,4.08
1519807905,74.3911,-18.0714,19.65,0.67,0.7,24.74,,4.16
1520806576,74.4945,-27.3315,21.28,0.59,0.46,26.57,,4.57
1526443754,75.4174,-25.0265,20.16,0.85,1.05,25.64,,4.97
1525863897,76.0389,-25.4717,19.81,0.94,0.52,24.69,,3.78
1534020461,76.2544,-20.0309,18.81,0.68,0.47,24.72,,6.08
1528162328,76.0939,-28.9752,20.37,0.53,0.84,25.72,,4.68
1528205284,76.308,-29.399,20.04,0.82,0.61,24.62,,3.28
1528784437,76.2088,-24.8839,20.63,0.78,0.94,25.94,,4.59
1536065558,77.4101,-20.2141,19.24,0.91,0.71,25.47,,7.04
1536053415,77.4182,-20.07,20.58,0.6,0.72,25.94,,4.7
1536278539,77.3956,-20.5058,18.81,0.68,0.83,25.53,,8.81
1539439126,78.4326,-28.5306,18.69,0.72,0.51,24.65,,6.2
1545998091,79.7257,-24.4951,21.11,0.46,0.88,27.13,,6.39
1548791510,79.8892,-28.7526,21.07,0.91,0.83,25.85,,3.59
1551845308,80.3053,-25.5349,21.64,0.7,0.73,26.43,,3.63
1552695350,80.5334,-22.7719,20.41,0.83,0.74,24.98,,3.27
1555040457,81.5391,-20.1149,18.69,0.84,0.63,24.76,,6.51
1558830742,81.6018,-29.3138,20,0.94,0.58,24.73,,3.53
1563162510,83.2157,-21.9751,21.65,0.51,0.88,26.28,,3.36
1563819183,83.0125,-23.2569,21.39,0.78,0.73,25.3,,2.42
1563835498,83.2463,-23.4351,19.26,0.98,0.81,25.4,,6.73
1566476678,83.6999,-18.2181,19.42,0.72,0.98,25.43,,6.36
1567275783,83.3899,-21.988,18.97,0.78,0.78,26.11,,10.7
1567266825,83.4741,-21.8913,18.57,0.71,0.74,24.63,,6.47
1568255225,83.6581,-23.5133,19.43,0.51,0.67,25.26,,5.85
1568268497,83.6585,-23.6491,21.16,0.68,0.6,26.24,,4.13
1568262537,83.6749,-23.5861,20.4,0.66,0.8,25.55,,4.28
1568561239,83.898,-28.818,19.87,0.91,0.62,24.96,,4.17
1571237159,84.678,-25.4755,21.76,0.81,0.93,26.21,,3.1
1572246878,84.863,-26.1211,21.84,0.71,0.82,26.11,,2.85
1571852785,84.9798,-17.7683,18.34,0.73,0.72,25.01,,8.62
1575260245,85.4508,-23.0138,20.33,0.64,0.54,25.94,,5.27
1575326675,85.373,-26.0279,20.56,0.85,0.84,25.27,,3.5
1574753619,85.6655,-25.5261,20.99,0.91,0.67,25.91,,3.86
1575982373,85.4798,-26.497,20.38,0.78,0.93,25.47,,4.15
1575689108,85.6639,-26.1567,20.09,0.58,0.86,25.12,,4.05
1575853344,85.8952,-29.976,18.92,0.82,0.88,25.17,,7.09
1578375254,86.2831,-23.3853,19.33,0.83,0.7,24.69,,4.71
1578369718,86.5922,-23.3279,20.91,0.8,0.88,25.5,,3.3
1579385629,86.2008,-26.5135,20.06,0.95,0.97,25.4,,4.67
1579115758,86.6403,-18.6921,19.47,0.72,0.65,24.61,,4.26
1581027423,86.5519,-20.6128,20.58,0.81,0.63,24.84,,2.84
1583559805,87.0741,-25.2184,21.26,0.79,0.81,25.63,,2.99
1586456047,86.7608,-21.4695,19.79,0.6,0.71,24.71,,3.84
1583567994,87.1443,-25.3084,20.61,0.92,0.84,25.38,,3.59
1585755538,87.7758,-22.9806,20.9,0.8,0.91,25.55,,3.4
1588240111,88.2474,-28.4049,22.03,0.9,0.94,25.92,,2.39
1589393515,89.2667,-22.1909,19.5,0.69,0.46,24.99,,4.99
1593996042,89.4795,-28.473,19.82,0.73,0.68,24.81,,3.97
1593732408,89.7934,-25.5562,18.22,0.64,0.23,24.87,,8.56
1594788350,89.9154,-28.9037,20.44,0.95,0.78,24.69,,2.82
910380787,318.1032,-0.1704,18.6,0.6,0.4,24.64,,6.43
909718249,318.3042,1.7047,19.78,0.82,0.62,25.12,,4.67
914177317,319.3794,0.5404,19.31,0.54,0.54,24.98,,5.45
915383355,320.0626,1.3839,17.8,0.88,0.62,24.6,,9.15
921291296,322.0781,-1.6567,20,0.76,1.03,24.7,,3.48
923829235,322.8732,-0.0731,20.94,0.92,0.71,24.92,,2.5
929219817,324.9947,-2.4197,19.14,0.7,0.6,24.7,,5.17
938962638,327.4804,0.1514,19.36,0.71,0.63,25.11,,5.62
937554013,327.5229,2.0309,20.01,0.8,0.45,24.88,,3.76
937781247,327.9199,-1.8126,20.2,0.91,0.76,24.69,,3.15
948272608,331.0472,-0.8229,19.26,0.94,0.56,24.76,,5
959496344,335.7681,1.5647,18.67,0.74,0.51,24.96,,7.23
959501435,335.8549,1.5175,18.85,0.86,0.55,24.74,,6.02
972864877,339.7929,-0.4386,18.41,0.9,0.66,24.69,,7.19
977388945,342.3764,-1.2584,20.18,0.85,0.66,25.06,,3.76
980481140,342.6827,-1.5137,19.58,0.75,1.18,25.19,,5.29
980462350,342.7646,-1.3202,21.58,0.52,0.88,26.78,,4.37
979213911,342.7656,-1.8797,19.8,0.94,1.08,25.19,,4.78
981055668,343.2161,1.2188,19.63,0.58,0.96,25.27,,5.37
981023167,343.2316,1.5876,18.97,0.91,0.79,25.11,,6.73
999190139,348.7557,-1.7461,19.43,0.42,0.93,25.03,,5.27
1001081517,350.3564,1.8713,17.93,0.91,0.62,24.71,,9.07
1011862715,352.6785,0.2328,18.78,0.55,0.49,24.68,,6.04
1024291044,356.9774,-1.649,20.31,0.85,0.96,24.89,,3.29
1030908085,359.116,0.606,20.35,0.74,0.87,25.13,,3.61
1035807692,0.4656,0.2962,20.75,0.79,0.65,25.04,,2.88
1035811051,0.6245,0.2504,19.01,0.34,0.46,26.03,,10.12
1036272857,0.866,-2.366,19.53,0.64,0.41,25.04,,5.03
1036863401,0.6384,4.6515,20.35,0.64,0.18,24.98,,3.37
1036869996,0.6778,4.5542,19.89,0.9,0.56,24.61,,3.5
1035969733,1.3032,4.9155,19.69,0.63,0.5,24.69,,3.98
1040372379,1.3904,-2.3463,20.9,0.87,0.6,24.72,,2.32
1040346915,1.8324,-2.7825,19.99,0.68,0.66,24.68,,3.45
1040538413,1.6778,4.5719,18.78,0.67,0.43,25,,7
1040555057,1.7896,4.3755,19.76,0.67,0.54,24.84,,4.13
1041782147,1.4026,-4.1084,20.64,0.81,0.63,25.34,,3.48
1044749842,2.5586,2.5391,19.43,0.68,0.62,24.7,,4.51
1044480250,2.3026,3.527,20.4,0.59,0.4,25.32,,3.84
1045371702,2.5429,-4.7551,19.66,0.69,0.62,24.68,,4.03
1045363930,2.5929,-4.6712,20.95,0.75,0.43,24.9,,2.46
1046155268,2.7056,-5.8341,20.43,0.78,0.86,25.86,,4.86
1046143290,2.7731,-5.6914,20.8,0.69,0.66,25.14,,2.95
1047845557,2.5003,-0.0948,20.59,0.74,0.45,24.9,,2.9
1047845256,3.0755,-0.0922,20.73,0.64,0.49,24.72,,2.51
1048699966,2.9037,2.3386,21.49,0.75,0.49,25.23,,2.24
1049975734,2.7554,2.8409,19.77,0.62,0.5,25.15,,4.76
1049368394,2.9865,-5.7708,20.07,0.71,0.46,25.02,,3.9
1048382601,3.2447,-6.1698,20.14,0.7,0.4,24.63,,3.15
1051992479,3.6341,2.31,20.76,0.49,0.36,24.68,,2.43
1052042287,3.9065,1.8272,20.77,0.89,0.3,24.89,,2.66
1052136999,3.8764,3.5743,20.41,0.66,0.44,25,,3.29
1051340400,3.4165,-2.3932,20.08,0.72,0.45,24.67,,3.3
1051798155,3.6375,-2.8747,19.82,0.59,0.59,24.88,,4.11
1051767425,3.8839,-2.5613,19.96,0.95,0.53,24.67,,3.5
1051911289,3.7871,-3.3103,19.99,0.73,0.49,25.75,,5.67
1053555177,3.6838,-4.58,20.46,0.76,0.72,24.88,,3.05
1054608302,4.2805,0.7266,19.8,0.69,0.54,24.68,,3.78
1054616454,4.349,0.6453,21.08,0.77,0.69,25.6,,3.2
1054586237,4.3995,0.9494,20.27,0.78,0.47,24.71,,3.09
1054903828,4.2089,-0.4654,20.76,0.7,0.68,25.38,,3.35
1052796700,3.993,-6.2801,20.95,0.7,0.86,25.66,,3.49
1050547492,3.9201,-6.8963,19.73,0.63,0.49,25.14,,4.83
1050551211,3.933,-6.9415,20.9,0.71,0.68,25.68,,3.6
1053932522,4.433,-29.2392,21.46,0.77,0.62,25.4,,2.45
1055759566,4.2105,3.1714,20.26,0.68,0.27,24.75,,3.15
1055420802,4.0483,-1.0909,20.52,0.79,0.59,24.86,,2.94
1056419933,4.4429,-4.5714,20.88,0.64,0.37,25.6,,3.5
1057901874,4.5294,-4.671,20.46,0.76,0.51,24.64,,2.74
1056314094,4.8523,-27.9315,20.49,0.51,0.5,25.07,,3.28
1059584043,5.1093,2.543,20.85,0.73,0.21,24.91,,2.58
1060298031,4.8553,3.8901,21.84,0.76,0.55,25.4,,2.06
1060349958,4.9243,3.3619,20.91,0.59,0.49,25.14,,2.8
1061406034,5.6848,-5.5855,21.36,0.64,0.66,25.52,,2.71
1063532282,5.7469,1.7597,19.97,0.84,0.62,24.71,,3.54
1062949675,5.9379,-0.7352,19.42,0.76,0.5,25,,5.22
1063348244,5.6704,-1.2916,18.55,0.79,0.37,24.6,,6.48
1060669123,5.3023,-6.1426,20.85,0.66,0.46,25.01,,2.71
1064253236,6.062,3.3888,20.18,0.73,0.49,24.78,,3.31
1063983603,6.1305,4.0853,19.63,0.87,0.44,24.75,,4.21
1064192047,6.0197,-29.5638,20.89,0.85,0.57,25.52,,3.36
1068543881,6.3657,2.2816,20.98,0.74,0.04,25.4,,3.06
1067905476,6.4499,2.7961,21.6,0.94,0.36,25.15,,2.05
1067432699,6.6069,-1.5495,20.1,0.77,0.77,24.82,,3.51
1067661507,6.7488,-2.2848,21.07,0.75,0.9,25.65,,3.29
1067084328,6.6072,-2.5784,21.09,0.55,0.64,25.71,,3.35
1065212087,6.4315,-24.8681,20.52,0.79,0.59,24.85,,2.94
1068104705,6.0613,-27.3317,20.55,0.76,0.39,25.15,,3.32
1067957249,6.7603,3.413,20.41,0.92,0.44,25.16,,3.56
1068149826,6.399,4.3334,20.5,0.82,0.4,24.71,,2.78
1069724675,6.8262,-4.4668,20.3,0.81,0.53,24.85,,3.24
1068658805,6.3358,-28.9331,20.64,0.46,0.33,25.23,,3.31
1068659130,6.4921,-28.9267,20.36,0.62,0.33,24.86,,3.18
1069527587,6.8204,-28.8893,20.72,0.8,0.48,24.83,,2.66
1070060340,6.4892,-5.822,20.36,0.79,0.36,24.9,,3.23
1071045877,6.7854,0.1973,20.73,0.65,0.34,25.49,,3.57
1071521453,6.9351,0.8376,20.49,0.45,0.45,24.98,,3.15
1071203495,6.828,1.4286,20.93,0.89,0.99,25.63,,3.48
1696118284,6.8923,1.9512,20.22,0.53,0.55,25.18,,3.93
1070988797,7.3432,-1.2887,20.1,0.78,0.46,24.72,,3.35
1072149739,7.0559,-3.6105,19.87,0.88,0.65,24.63,,3.57
1072154632,7.1216,-3.6595,20.6,0.68,0.49,24.72,,2.67
1072565078,7.7034,-4.5983,20.49,0.61,0.18,25.85,,4.7
1073217529,7.3465,-4.8372,19.48,0.66,0.34,24.74,,4.49
1072314161,7.2249,-24.4954,20.74,0.8,0.33,25.11,,2.98
1073501316,7.1678,-26.6746,20.15,0.88,0.53,24.66,,3.18
1073354179,7.7682,-29.0123,20.15,0.71,0.56,24.63,,3.14
1073362230,7.8028,-29.0917,20.1,0.82,0.38,24.74,,3.38
1072680907,7.3717,-29.9706,20.93,0.81,0.34,24.96,,2.55
1074299446,7.375,-5.6119,21.21,0.77,0.53,24.95,,2.23
1073807725,7.6938,-6.2556,21.02,0.77,0.55,25.41,,3.01
1074598598,7.534,0.2718,20.28,0.9,0.64,24.8,,3.19
1076921720,7.7172,1.2019,20.56,0.84,0.17,24.77,,2.77
1076930034,7.7787,1.1261,20.47,0.81,0.56,24.76,,2.87
1076614280,7.7822,1.6471,20.91,0.78,0.5,24.86,,2.47
1077079886,7.6476,1.8706,20.54,0.87,0.38,25.09,,3.23
1076151670,8.2096,2.6998,20.26,0.83,0.56,24.81,,3.25
1074910412,7.47,-0.9753,18.99,0.98,0.4,24.7,,5.53
1079610550,8.1767,-0.9741,20.12,0.86,0.5,24.78,,3.41
1075562009,7.9356,-3.0947,20.98,0.95,0.62,24.96,,2.49
1076203430,7.9554,-3.3618,21.09,0.81,0.5,25.3,,2.78
1074704322,7.8092,-22.8777,20.39,0.78,0.83,24.99,,3.32
1075745516,7.7714,4.2181,20.25,0.69,0.43,24.96,,3.48
1077586471,8.0376,-5.114,20.66,0.86,1.04,25.46,,3.64
1077575890,8.1661,-4.9944,20.25,0.87,0.36,24.76,,3.18
1077374432,8.2522,-24.2705,21.1,0.81,0.46,25.13,,2.55
1077402501,8.28,-24.568,20.44,0.74,0.42,24.69,,2.82
1076266293,8.0931,-26.8251,21.3,0.73,0.89,25.16,,2.36
1078333971,8.3732,-5.3901,20.79,0.83,0.47,25.17,,3
1078362053,8.5536,-5.682,19.52,0.88,0.6,24.79,,4.51
1077830427,8.3996,-6.3079,20.56,0.57,0.39,24.97,,3.04
1079247173,8.3784,-23.7055,20.73,0.78,0.44,25.15,,3.05
1079699114,8.849,0.3778,20.94,0.81,0.23,24.73,,2.28
1080490094,8.2887,2.2228,21.48,0.8,0.59,25.5,,2.54
1081354647,8.631,3.27,21.35,0.72,0.33,25.55,,2.76
1079572766,8.4675,-0.6125,20.57,0.66,0.44,24.99,,3.06
1079449862,8.4203,-1.5392,21.12,0.57,0.44,25.04,,2.43
1080411357,8.7345,-2.7377,21.25,0.51,0.71,26.61,,4.71
1080428306,8.7744,-2.9081,20.03,0.91,0.91,24.76,,3.52
1079975556,8.9083,-3.6245,19.7,0.58,0.11,25.03,,4.64
1080881392,8.7834,-22.5257,20.66,0.48,0.75,25.97,,4.61
1080875663,8.8045,-22.4749,20.67,0.76,0.5,24.88,,2.77
1081604915,8.4653,-26.9893,19.02,0.5,0.49,24.73,,5.52
1081646224,9.0222,-27.4124,21.06,0.52,0.4,24.67,,2.1
1081531423,8.9081,-29.7854,20.11,0.9,0.47,25.08,,3.93
1083774202,9.4307,0.3353,18.81,0.85,0.57,24.73,,6.09
1084025531,8.987,1.0299,20.83,0.58,0.31,25.61,,3.61
1081460277,8.7324,-21.995,19.83,0.71,0.47,25.44,,5.29
1084093405,9.504,-23.537,21.44,0.87,0.59,25.39,,2.47
1083192088,8.8676,-29.5117,19.81,0.72,0.48,24.63,,3.67
1084538126,9.1492,2.1463,20.73,0.9,0.55,25.31,,3.28
1084538493,9.5844,2.1461,22.36,0.81,0.52,24.86,,1.26
1085848650,9.4895,3.2023,20.19,0.91,0.96,25.89,,5.52
1085824449,9.1665,3.459,20.94,0.86,0.4,25.24,,2.9
1085798919,9.3575,3.7395,20.91,0.62,0.53,24.84,,2.43
1085843978,9.5389,3.2403,20.78,0.68,0.76,25.34,,3.27
1085928910,9.7893,4.3298,20.39,0.77,0.42,24.84,,3.1
1084682476,9.0029,-2.3901,20.15,0.64,0.32,24.69,,3.23
1084667278,9.1598,-2.2487,20.43,0.77,0.61,24.9,,3.13
1084675070,9.2543,-2.3149,21.45,0.93,0.97,25.9,,3.11
1084671310,9.3564,-2.2794,20.96,0.52,0.23,24.79,,2.32
1084949014,9.5989,-2.4442,21.21,0.58,0.12,24.92,,2.21
1084136915,9.496,-21.1044,19.82,0.79,0.41,25.05,,4.42
1086202552,9.7365,-22.9359,18.54,0.78,0.38,24.95,,7.62
1084330930,8.9492,-25.8897,21.4,0.57,0.18,25.26,,2.36
1084288525,9.0168,-25.4589,21.19,0.72,0.51,25.3,,2.65
1084311501,9.6156,-25.6975,20.24,0.51,0.4,25.46,,4.43
1085035750,9.4413,-27.5891,20.06,0.57,0.32,24.97,,3.82
1086964748,9.8462,-6.0421,18.9,0.68,0.62,24.61,,5.53
1086476887,9.9445,-27.1166,19.98,0.67,0.51,24.64,,3.41
1089354148,9.8527,0.0716,20.95,0.92,0.51,24.75,,2.29
1089469524,9.7161,0.7488,20.43,0.96,0.64,24.76,,2.93
1089444281,9.9104,0.9854,20.66,0.87,0.9,25.36,,3.46
1088493031,9.77,-0.715,20.95,0.66,0.43,24.94,,2.5
1089163981,9.8586,-1.5894,20.13,0.86,0.43,24.62,,3.15
1087598069,10.0909,-22.0371,19.62,0.76,0.47,24.91,,4.55
1086759074,9.5867,-29.9494,19.9,0.78,0.61,24.75,,3.73
1088806324,9.829,2.1944,21.02,0.71,0.38,25.49,,3.12
1089372309,9.9724,3.191,21.19,0.63,0.65,26.1,,3.83
1089408664,9.9947,2.7659,21,0.7,0.83,26.12,,4.21
1089690966,10.4153,3.5957,20.83,0.69,0.86,25.38,,3.24
1090155018,10.1286,4.3112,20.9,0.7,0.39,24.76,,2.36
1090160149,10.1655,4.2558,21.07,0.5,0.66,25.58,,3.18
1090147099,9.9806,4.3992,20.34,0.77,0.5,24.81,,3.13
1089775951,10.1016,-2.343,21,0.66,0.37,25.21,,2.78
1089785312,9.8896,-2.4384,19.91,0.88,0.66,24.89,,3.95
1089526221,10.192,-2.6409,18.82,0.71,0.33,24.71,,6.03
1089536886,9.9801,-2.7175,20.27,0.57,0.56,24.9,,3.35
1089747568,10.2539,-3.4113,19.99,0.9,0.46,24.84,,3.72
1090026876,9.8217,-3.6065,20.37,0.72,0.33,25.06,,3.45
1091342946,10.4741,-20.9226,21.37,0.67,0.41,25.27,,2.4
1091167271,10.6428,-22.953,20.31,0.6,0.49,24.7,,3.01
1090476835,10.0132,-24.7566,21.68,0.89,0.7,25.93,,2.83
1091644173,10.2242,-26.9827,19.59,0.61,0.31,24.63,,4.06
1090970132,10.2329,-27.7176,21.11,0.85,0.53,25.37,,2.84
1090955958,10.5982,-27.5636,21.66,0.58,0.55,25.53,,2.37
1093034706,10.3818,-1.6889,21.65,0.59,0.85,25.68,,2.56
1093587964,10.6206,-2.4376,20.95,0.69,0.21,25.23,,2.86
1091986714,10.396,-6.4607,20.95,0.67,0.5,25.01,,2.58
1092829127,10.6419,-20.1297,20.14,0.93,0.72,24.75,,3.33
1095336798,10.8281,-24.6186,20.36,0.76,0.53,24.71,,2.97
1094219463,10.7497,3.6767,20.74,0.62,0.83,25.61,,3.75
1094295548,10.7221,4.2884,19.85,0.58,0.59,25.19,,4.65
1093973322,10.7571,-2.8915,19.72,0.81,0.49,25.03,,4.59
1093985025,10.9971,-3.0111,21.02,0.82,0.45,24.72,,2.19
1094850132,10.6589,-4.5807,20.8,0.58,0.25,25.52,,3.52
1094096571,10.5567,-21.4577,20.76,0.58,0.44,24.81,,2.57
1094062526,11.2079,-21.0975,20.33,0.64,0.4,24.64,,2.9
1093363066,10.7448,-23.6256,20.44,0.78,0.39,24.88,,3.08
1095087029,11.3346,-4.9554,20.78,0.66,0.49,25,,2.79
1096814928,10.992,-27.0131,20.24,0.63,0.41,25.11,,3.76
1096879554,11.4853,0.8983,21.4,0.68,0.49,25.08,,2.18
1097959855,11.2377,1.5217,20.3,0.98,0.8,25.08,,3.6
1098579903,11.5936,2.5831,21.25,0.65,0.27,25.04,,2.28
1098033864,11.3335,-1.3109,20.49,0.6,0.44,25.4,,3.83
1097393868,11.1003,-1.9123,21.39,0.61,0.48,25.37,,2.49
1097052573,11.5549,-24.0847,20.59,0.73,0.66,24.7,,2.64
1097511435,11.4257,-26.5344,20.9,0.8,0.62,24.93,,2.55
1098645755,11.693,3.3395,21.71,0.63,0.99,26,,2.87
1099015557,11.2902,-3.4312,20.83,0.61,0.11,25.42,,3.3
1099028503,11.5306,-3.5699,21.22,0.86,0.57,25.29,,2.59
1098460822,11.7968,-4.5008,20.41,0.91,0.61,24.97,,3.25
1098426188,11.9449,-4.1052,19.53,0.95,0.65,24.88,,4.69
1098442874,11.9806,-4.2839,21.06,0.49,0.69,25.62,,3.26
1100309073,11.8602,-5.2712,20.83,0.88,0.76,25.12,,2.88
1100400388,11.3672,-25.356,20.28,0.68,0.45,25.21,,3.86
1102045446,11.6955,-20.8522,20.29,0.57,0.58,24.76,,3.12
1099778916,11.8843,-22.5665,20.61,0.78,0.51,24.99,,3
1102907889,11.6249,-28.1212,18.32,0.84,0.66,24.8,,7.88
1102417019,12.4041,0.4554,20.18,0.7,0.59,24.77,,3.3
1102341473,12.3412,1.6706,20.45,0.84,0.41,25.13,,3.44
1102570414,11.9726,-2.877,20.71,0.76,0.45,24.87,,2.71
1102560755,11.9734,-2.7652,21.45,0.53,0.75,26.1,,3.4
1102592045,12.3184,-3.1242,20.22,0.86,0.48,24.82,,3.32
1102178389,12.4667,-24.2136,20.23,0.91,0.6,24.62,,3.01
1102743815,12.0309,-26.3878,20.12,0.81,0.59,25.09,,3.93
1102742467,12.3292,-26.3714,20.65,0.79,0.72,24.89,,2.81
1103547042,12.6435,4.8918,20.76,0.78,0.49,25,,2.81
1102810904,12.4203,-3.2898,20.67,0.73,0.53,25.08,,3.04
1104107806,12.1719,-21.3244,20.66,0.79,0.48,25.32,,3.41
1104563697,12.5083,-25.9484,20.5,0.63,0.44,24.82,,2.92
1105650929,12.7008,-24.893,19.89,0.82,0.27,24.75,,3.74
1107012453,13.0512,1.1539,21.38,0.91,0.31,24.91,,2.03
1107725673,12.7255,2.1139,20.14,0.63,0.63,24.92,,3.61
1108474709,12.7413,2.6551,19.97,0.72,0.42,24.68,,3.49
1108402314,13.3332,3.5869,20.71,0.73,0.8,25.71,,4
1107130439,12.6354,-0.5788,20.57,0.91,0.61,24.75,,2.74
1108110436,12.9601,-1.9281,20.76,0.87,0.58,24.92,,2.71
1107937012,12.9814,-20.0755,20.84,0.97,0.32,25.06,,2.78
1107895678,13.3203,-19.7027,20.61,0.58,0.25,25.22,,3.33
1114640895,13.36,-4.6399,19.87,0.91,0.53,24.75,,3.77
1109418914,13.1507,-21.646,20.48,0.9,0.45,24.9,,3.07
1121895090,13.5829,-5.8464,21.39,0.75,0.42,25.69,,2.9
1109236449,13.5014,-6.7051,20.7,0.97,0.51,24.77,,2.59
1109679089,13.5689,-19.3928,20.94,0.88,0.08,25.3,,2.97
1109677349,13.608,-19.375,20.22,0.56,0.42,24.66,,3.09
1109611344,13.4272,-22.9923,19.36,0.81,0.53,24.79,,4.87
1109834557,13.2534,-28.7362,20.49,0.62,0.23,25.16,,3.43
1112619945,13.6618,0.7616,20.89,0.72,0.67,26.01,,4.22
1111402388,13.4695,1.2925,19.13,0.88,0.48,24.73,,5.26
1112253893,13.7161,2.958,20.27,0.58,0.58,25.01,,3.54
1118715347,13.7095,-1.9635,20.59,0.78,0.38,25.32,,3.52
1125451964,13.6247,-3.7675,20.45,0.9,0.55,24.73,,2.86
1112555266,13.495,-20.0205,20.52,0.93,0.38,24.8,,2.86
1112546116,13.546,-19.9257,20.78,0.78,0.65,25.11,,2.94
1114733952,14.17,-17.5271,20.46,0.58,0.48,24.87,,3.05
1114188251,14.0673,-21.628,20.49,0.71,0.41,24.67,,2.74
1124457397,14.3461,0.4635,20.28,0.84,0.64,24.82,,3.23
1116289241,14.0129,-5.3935,20.67,0.62,0.5,24.96,,2.88
1118513536,13.8676,-28.3778,20.69,0.79,0.46,24.69,,2.52
